"Timestamp","Koliko se godina profesionalno bavite digitalnim produktima?","Vaše zanimanje","Spol","Koliko godina imate","Prebivalište","U kojoj županiji radite","Obrazovanje","Koja je vaša trenutna dizajnerska uloga?","Na skali od 1-7, koliko vas je obrazovanje pripremilo za trenutnu radnu poziciju?","Koliko godina radite na trenutnoj poziciji?","Trenutno radite na poziciji:","U kojoj od navedenih tipova firma trenutno radite?","Koliko zaposlenika ima firma u kojoj radite? ","Ima li firma u kojoj radite dizajn tim? ","Koliko dizajnera ima u tvrtki u kojoj radite?","Koje timske aktivnosti održavate unutar design tima?","Odaberite koliki postotak projekata radite za pojedino tržište: [HR tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Europsko tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [US tržište]","Odaberite koliki postotak projekata radite za pojedino tržište: [Globalno tržište]","Koliko sati provedete na sastancima tjedno?","Što vam je najbitnije na radnom mjestu? [Novčana naknada za obavljeni posao]","Što vam je najbitnije na radnom mjestu? [Mogućnost rada od kuće]","Što vam je najbitnije na radnom mjestu? [Edukacija]","Što vam je najbitnije na radnom mjestu? [Mogućnost profesionalnog razvoja]","Što vam je najbitnije na radnom mjestu? [Kultura kompanije i atmosfera u uredu]","Što vam je najbitnije na radnom mjestu? [Projekti]","Što vam je najbitnije na radnom mjestu? [Status i financijska pozadina tvrtke u kojoj radim]","Što vam je najbitnije na radnom mjestu? [Perks & Benefits (voće, kava, piva, grickalice...)]","Što vam je najbitnije na radnom mjestu? [Putovanja (konferencije, rad s inozemnim klijentima)]","Koliko ste zadovoljni trenutnim poslom?","Koliko ste plaćeni za posao koji radite (neto prihodi mjesečne plaće)?","Koliko ste zadovoljni mjesečnim prihodima?","Gdje najčešće radite?","Koja vrsta edukacije je pristuna na poslu?","S kojim pozicijama blisko surađujete na trenutnom radnom mjestu?","Koje metode koristite u dizajn procesu?","Kako znate jesu li vaša dizajn rješenja uspješna?","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Istraživanje i definiranje potreba korisnika]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Testiranje rješenja]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija proizvoda]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Strategija kompanije]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Akvizicijske metrike (acquisition)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Retention / Engagement ]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Konverzijske metrike (conversion)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Revenue (Model zarade)]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Financijske metrike]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Poslovni model]","Po vašem mišljenju u koji dio poslovnih procesa stvaranja proizvoda bi se dizajneri trebali razumjeti i biti uključeni? [Upravljanje resursima]","Da ste u prilici dati jedan savjet mangementu tvrtke u kojoj radite, sa željom da unaprijedite dizajn proces, što biste im rekli?","Koju biste tvrtku na našem tržištu izdvojili kao dobar primjer ulaganja u dizajn procese ili kvalitetnog pristupa rješavanju dizajn/produkt problema?","Kako biste u par riječi opisali zašto ste izabrali tu tvrtku kao primjer dobre dizajn prakse?","Koje će po vama biti tri najvrednije dizajn vještine ili znanja potrebna za rad u budućnosti (gledano 3-8 godina unaprijed)?","Koja će nadolazeća tehnologija najviše utjecati na područje dizajna kojim se bavite?"
"2018/06/28 10:37:21 AM GMT+2","11 - 20 godina","Web dizajner","Muški","41-45","BJELOVARSKO-BILOGORSKA","BJELOVARSKO-BILOGORSKA","Srednja stručna sprema","Web dizajner / Grafički dizajner / UX/UI dizajner","1","6-10 godina","Lead Dizajner","Digitalna agencija","1","Nema","Samo ja","Nema design tima","75%","25%","0","0","4 - 8 sata / tjedno","4","5","4","4","5","4","3","2","1","4","5000kn - 6900kn","1","Najčešće remotely","Educiram se samostalno doma;Blogovi;Online vodiči","Programeri;Produkt managers;Project managers;Executives","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Journey Mapping;Wireframing;Izrada prototipa","Pomoću analitike;Radimo usability testove;Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne očekujte da će dizajner dizajnirati 8 sati dnevno. Ponekad će to biti pola sata, ponekad 12 sati.","","","Dizajniranje vremenskih strojeva. Kako bih drugačije znao što će biti vrijedno za 8 godina...","Conversational Interfaces"
"2018/06/28 11:13:29 AM GMT+2","2 - 3 godine","Copywriter","Ženski","22-25","GRAD ZAGREB","GRAD ZAGREB","Sveučilište Sjever - Medijski dizajn","Copywriter","1","2-5 godina","Junior Digital Specialst","Digitalna agencija","2-10","Ima jedan dizajn tim","2-5","Mentoriranje","75%","25%","0","0","4 - 8 sata / tjedno","4","3","5","5","5","5","2","4","5","4","Manje od 2800kn","1","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Online tečajevi;Networking događaji / meetups","UI dizajn;UX dizajn;Project managers;Kreativni direktor;Dizajner komunikacija;Copywritter;Data analyst","Research;Analiza konkurencije;Persone","Radimo A/B testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","","","","Nisam sigurna","Chatbots"
"2018/06/28 11:13:39 AM GMT+2","više od 20 godina","Researcher","Muški","46-50","BJELOVARSKO-BILOGORSKA","BJELOVARSKO-BILOGORSKA","FER","Researcher","6","6-10 godina","Management (Head of Design, Chief Design Officier i sl. )","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","11-20","Nema","Samo ja","Nema design tima","0","25%","25%","50%","9 - 20 sata / tjedno","5","5","4","4","5","5","5","5","5","5","16000kn - 20000kn","5","Najčešće u uredu","Educiram se samostalno doma;Knjige;Webinari;Online tečajevi","Programeri;Produkt managers","Research;Intervjui s korisnicima;Analiza konkurencije;Wireframing;Usability testing","Nikako","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","","","","AR","AR;AI;Machine learning"
"2018/06/28 1:12:35 PM GMT+2","4 - 7 godina","Grafički dizajner","Muški","26-30","GRAD ZAGREB","GRAD ZAGREB","GRF","Dizajner vizualnih komunikacija","3","2-5 godina","Medium Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","6-10","nemamo aktivnosti, samo formatiranje","75%","0","0","25%","4 - 8 sata / tjedno","5","5","5","5","5","5","5","5","5","2","5000kn - 6900kn","2","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Konferencije i događanja u HR","Programeri;Project managers;Kreativni direktor;Copywritter","Research;Persone","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","nek komuniciraju međusobno","five","profesionalnost, ulaganje u zaposlenike, razmišljanje pri izvedbi projekata","prilagodljivost na okolinu i nove tehnologije, znanje osnova, team work","Conversational Interfaces;Machine learning"
"2018/06/28 1:56:19 PM GMT+2","4 - 7 godina","UX/UI dizajner","Muški","26-30","GRAD ZAGREB","ZAGREBAČKA","Sveučilište Sjever - studij Multimedija, oblikovanje i primjena","UX/UI dizajner","2","2-5 godina","Medium Dizajner","Digitalna agencija","51-150","Ima jedan dizajn tim","6-10","Revizija dizajna;Mentoriranje","75%","25%","0","0","1 - 3 sata / tjedno","4","3","4","5","5","4","4","3","4","4","7000kn - 8900kn","4","Najčešće u uredu","Educiram se samostalno doma;Online tečajevi;Konferencije i događanja u HR","Programeri;Project managers;Kreativni direktor;Copywritter","Research;Analiza konkurencije;Wireframing;Lean UX","Nikako;Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ukazao bih ključnim osobama na važnost unaprjeđenja dizajn procesa i educirao ih o metodologijama i načinu rada, te pokušao razjasniti što sve tvrtka time dobiva.","Five","Pratim njihov rad i dizajnere i samtram da rade najkvalitetnije na nasem trzistu","Kreativan pristup u rješavanju problema, konstantno učenje novih tehnologija i držanje koraka s vremenom","Conversational Interfaces;AI"
"2018/06/28 2:30:12 PM GMT+2","11 - 20 godina","Multimedijalni dizajner","Muški","36-40","VARAŽDINSKA","MEĐIMURSKA","Srednja stručna sprema","Multimedijalni dizajner","2","2-5 godina","Lead Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","151-500","Nema","Samo ja","Nema design tima","0","50%","25%","25%","0","4","2","2","2","3","3","2","2","2","4","10000kn - 12900kn","4","Najčešće u uredu","Educiram se samostalno doma;Online tečajevi;Networking događaji / meetups;Konferencije i događanja u HR","Programeri;Sales;Executives","Analiza konkurencije;Izrada prototipa","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","","","",", , i ,","VR;AR;AI;Machine learning"
"2018/06/28 3:51:11 PM GMT+2","4 - 7 godina","Web dizajner","Muški","26-30","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","Srednja stručna sprema","Web dizajner","1","2-5 godina","Lead Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","51-150","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","0","25%","75%","75%","4 - 8 sata / tjedno","4","4","4","5","5","4","4","4","4","5","7000kn - 8900kn","5","Najčešće u uredu","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Knjige;Blogovi;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","Programeri;Project managers","Wireframing;Izrada prototipa;Usability testing","Nikako;Pomoću analitike","Obavezno uključiti","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Nisu potrebni","Više vremena potrošiti na istraživanje i business modele.","Degordian","Upoznao sam dečke koji vode dizajn ekipu  i njihovi radovi odražavaju kvalitetu koju tvrde da imaju.","Motion, UI, UX","Conversational Interfaces;AI;Machine learning"
"2018/06/28 4:03:12 PM GMT+2","4 - 7 godina","UX/UI dizajner","Muški","22-25","POŽEŠKO-SLAVONSKA","OSJEČKO-BARANJSKA","FER","UX/UI dizajner","1","2-5 godina","Medium Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","21-50","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje;tjedni standup","25%","25%","75%","50%","1 - 3 sata / tjedno","5","3","3","5","5","3","4","2","3","4","7000kn - 8900kn","3","Najčešće u uredu","Educiram se samostalno doma;Knjige;Blogovi;Networking događaji / meetups","Programeri;Project managers","Research;Analiza konkurencije;Wireframing;Izrada prototipa;Usability testing;Lean UX;Design Sprint","Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Obavezno uključiti","više vremena potrošiti na UX resreach","Infinum, degordian","stranice su lijepe i jednostavane","kao i sad, crtanje i programiranje ","VR;AR;Conversational Interfaces;Chatbots;360 video;AI;Machine learning;Apsolutno sve utjece na design jer na kraju krajeva, Design je sve što korisnik vidi i koristi"
"2018/06/28 9:33:11 PM GMT+2","2 - 3 godine","UX/UI dizajner","Muški","26-30","OSJEČKO-BARANJSKA","VUKOVARSKO-SRIJEMSKA","FERITOS","UX/UI dizajner","1","manje od 1 godine","Junior Dizajner","Digitalna agencija","21-50","Nema","Samo ja","Nema design tima","0","0","100%","0","4 - 8 sata / tjedno","4","2","4","4","4","3","3","1","3","3","5000kn - 6900kn","3","Najčešće remotely i povremeno u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Blogovi;Online vodiči;Networking događaji / meetups;Konferencije i događanja u HR","UI dizajn;UX dizajn;Programeri;Produkt managers;Project managers;Executives","Research;Analiza konkurencije;Persone;Wireframing;Izrada prototipa","Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Zaposlite još dizajnera i oformite design team","","","problem solving, critical thinking, technical competency","AR;AI"
"2018/06/28 9:40:02 PM GMT+2","2 - 3 godine","UX/UI dizajner","Ženski","36-40","GRAD ZAGREB","GRAD ZAGREB","studij dizajna vani","UX/UI dizajner","3","2-5 godina","Senior Dizajner","Dizajn studio","11-20","Nema","Samo ja","Nema design tima","100%","0","0","0","0","4","1","3","4","4","4","4","1","2","2","7000kn - 8900kn","3","Najčešće u uredu","Educiram se samostalno doma","Programeri","Research;Wireframing","Nikako","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","profesionalizirajmo se, ne treba raditi brdo stvari osrednje nego fokus i kvaliteta","five","elokventni zaposlenici, kvalitetni proizvodi","radoznalost, specijalizacija, interdisciplinarni rad","Conversational Interfaces"
"2018/06/29 10:06:15 AM GMT+2","2 - 3 godine","Grafički dizajner","Ženski","26-30","KOPRIVNIČKO-KRIŽEVAČKA","KOPRIVNIČKO-KRIŽEVAČKA","Srednja stručna sprema","Grafički dizajner","4","2-5 godina","Medium Dizajner","Marketinška / oglašivačka agencija","2-10","Ima jedan dizajn tim","2-5","ništa","75%","25%","0","0","0","4","1","5","5","4","5","4","1","3","4","2800kn - 4900kn","2","Najčešće u uredu","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Blogovi;Online vodiči","UX dizajn;Sales;Project managers","Research;Analiza konkurencije;Design Sprint","Nikako","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Uložiti u software i naplatiti poštenu cijenu za rad.","Podravka","Višestruka nagrađivanost","Kreativnost, prilagodljivost, smjelost","AI;Machine learning"
"2018/06/29 10:15:56 AM GMT+2","više od 20 godina","Grafički dizajner","Muški","46-50","GRAD ZAGREB","GRAD ZAGREB","GRF","Grafički dizajner","2","6-10 godina","Lead Dizajner","Hanza Media","151-500","Nema","6-10","Nema design tima","100%","50%","0","0","0","4","2","4","4","4","4","4","2","2","4","7000kn - 8900kn","2","Najčešće u uredu","Educiram se samostalno doma;Knjige;Blogovi;Online vodiči;Online tečajevi","UI dizajn;Sales;Project managers;Copywritter","Research;Analiza konkurencije;Persone","Količina prodanih primjeraka novina","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Potrebno je stalno educiranje zaposlenika!","bruketa&žinić grey","Vrhunski proizvodi izlaze iz te tvrtke","Mašta","VR;AR;AI;Machine learning"
"2018/06/29 10:32:40 AM GMT+2","11 - 20 godina","Web dizajner","Muški","41-45","GRAD ZAGREB","GRAD ZAGREB","Prometni i Filozofski","Web dizajner","1","11-20 godina","Lead Dizajner","d.o.o. (freelance)","1","Nema","Samo ja","Nema design tima","100%","0","0","0","0","5","4","4","4","4","4","4","2","1","4","20000kn i više","4","Najčešće remotely","Educiram se samostalno doma;Edukacija je prisutna jedino u radu na projektima;Knjige;Online vodiči","UI dizajn;UX dizajn","Analiza konkurencije;Affinity mapping","Nikako","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Ne mogu odgovoriti","Nisu potrebni","","","","I ja bi to volio znati.","VR;AR;AI"
"2018/06/29 10:42:25 AM GMT+2","8 - 10 godina","Grafički dizajner","Muški","26-30","ZAGREBAČKA","ZAGREBAČKA","Srednja stručna sprema","Grafički dizajner","1","6-10 godina","Management (Head of Design, Chief Design Officier i sl. )","j.d.o.o. (freelance)","11-20","Ima jedan dizajn tim","2-5","Dnevni dizajn Standup;Revizija dizajna;Mentoriranje","25%","75%","50%","75%","4 - 8 sata / tjedno","5","5","5","5","4","5","3","2","3","5","7000kn - 8900kn","2","Najčešće u uredu i povremeno remotely","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Knjige;Audio knjige;Blogovi;Webinari;Networking događaji / meetups;Konferencije i događanja u HR;Konferencije i događanja u inozemstvu","UI dizajn;UX dizajn;Project managers;Kreativni direktor;Dizajner komunikacija;Copywritter;Researcher","Research;Intervjui s korisnicima;Analiza konkurencije;Persone;Wireframing;Izrada prototipa;Usability testing;Lean UX","Radimo usability testove;Radimo A/B testove","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Give the full control to the design team ","Ni jednu","...","UX/UI, Animation, Strategy","AR"
"2018/06/29 10:46:54 AM GMT+2","2 - 3 godine","Grafički dizajner","Ženski","26-30","ZAGREBAČKA","ZAGREBAČKA","GRF","Grafički dizajner","4","2-5 godina","Junior Dizajner","Marketinška / oglašivačka agencija","2-10","Nema","Samo ja","Nema design tima","100%","0","0","25%","1 - 3 sata / tjedno","4","5","5","5","5","5","4","4","3","1","5000kn - 6900kn","4","Najčešće u uredu","Educiram se samostalno doma","Programeri;Industrijskim dizajnerima;Kreativni direktor;Dizajner komunikacija","Research","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Da postoji design team tako da jedni od drugih možemo učiti.","Senor","ulažu u zaposlenike","fleksibilnost, komunikativnost, strpljenje","VR;360 video"
"2018/06/29 11:52:56 AM GMT+2","11 - 20 godina","Grafički dizajner","Muški","31-35","KARLOVAČKA","KARLOVAČKA","Srednja stručna sprema","Grafički dizajner","3","6-10 godina","Senior Dizajner","Dizajn studio","2-10","Ima jedan dizajn tim","2-5","Mentoriranje","75%","25%","25%","25%","4 - 8 sata / tjedno","5","2","4","4","4","5","4","5","3","3","5000kn - 6900kn","1","Najčešće u uredu","Educiram se samostalno doma;Blogovi;Online tečajevi;Konferencije i događanja u HR","Sales;Executives","Research;Intervjui s korisnicima;Izrada prototipa;Usability testing","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Nisu potrebni","Upalite mozak radi vas samih i počnite nas pošteno plačati","nema je","/","nemam ideje","VR;360 video;Machine learning"
"2018/06/29 12:17:23 PM GMT+2","8 - 10 godina","Web dizajner","Muški","26-30","SPLITSKO-DALMATINSKA","SPLITSKO-DALMATINSKA","Srednja stručna sprema","Web dizajner","4","6-10 godina","Management (Head of Design, Chief Design Officier i sl. )","j.d.o.o. (freelance)","1","Nema","Samo ja","Nema design tima","75%","25%","0","0","1 - 3 sata / tjedno","4","4","4","4","4","4","4","1","3","4","13000kn - 15900kn","3","Najčešće u uredu","Educiram se samostalno doma;Blogovi;Webinari;Networking događaji / meetups;Konferencije i događanja u HR","UI dizajn;UX dizajn;Programeri;Project managers;Kreativni direktor","Research;Analiza konkurencije;Wireframing;Izrada prototipa","Pomoću analitike","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Pokazao dobar primjer kvalitetno odrađenog rebrandinga.","Adris grupa","Kvalitetan dizajn jedan je od njihovih ključnih faktora komunikacije s ciljanom publikom","UI, UX, video, ","VR;AR;Conversational Interfaces"
"2018/06/29 2:00:27 PM GMT+2","8 - 10 godina","UX/UI dizajner","Muški","36-40","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","Srednja stručna sprema","UX/UI dizajner","1","6-10 godina","Senior Dizajner","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","51-150","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje;tjedni dizajn sastanci","0","25%","50%","50%","1 - 3 sata / tjedno","4","2","5","5","5","5","5","3","5","4","9000kn - 9900kn","4","Najčešće u uredu","Educiram se samostalno doma;Organizirana edukacija unutar tvrtke;Blogovi;Networking događaji / meetups;Konferencije i događanja u HR","Programeri;Project managers","Research;Analiza konkurencije;Wireframing;Izrada prototipa;Usability testing","Nikako","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","osigurati vrijeme za kvalitetan ui\ux ","degordian","design driven pristup projektima","dobro poznavanje digitalnih medija, poznavanje tehnologije iza dizajna, prilagodba novim tehnologijama kao sto je AI","AI;Machine learning"
"2018/06/29 2:03:13 PM GMT+2","8 - 10 godina","Grafički dizajner","Ženski","31-35","OSJEČKO-BARANJSKA","OSJEČKO-BARANJSKA","Srednja stručna sprema","Grafički dizajner","4","2-5 godina","Dizajn i konstrukcija ","Produkt okolina (tvrtka koja razvija vlastiti proizvod)","51-150","Ima jedan dizajn tim","2-5","Nema design tima","50%","25%","0","0","1 - 3 sata / tjedno","3","2","3","3","2","1","2","1","3","2","2800kn - 4900kn","1","Najčešće u uredu","Organizirana edukacija unutar tvrtke","Sales","Usability testing","Radimo A/B testove","Ne mogu odgovoriti","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Nisu potrebni","Nisu potrebni","Nisu potrebni","Obavezno uključiti","Obavezno uključiti","Nisu potrebni","Ne mogu odgovoriti","Manje vama, vise radnicima.","Bruketa & Žinić","Najviša kvaliteta i kreativnost","Poznavanje programa, razvijanje kreativnosti, sloboda izražavanja","VR;Conversational Interfaces"
"2018/06/29 4:35:37 PM GMT+2","više od 20 godina","Multimedijalni dizajner","Muški","46-50","GRAD ZAGREB","GRAD ZAGREB","Srednja stručna sprema","Multimedijalni dizajner","2","11-20 godina","Management (Head of Design, Chief Design Officier i sl. )","Dizajn studio","2-10","Ima jedan dizajn tim","2-5","Revizija dizajna;Mentoriranje","100%","0","0","0","1 - 3 sata / tjedno","3","5","5","5","5","5","4","2","4","5","10000kn - 12900kn","4","Najčešće remotely","Educiram se samostalno doma;Knjige;Blogovi;Webinari;Online vodiči;Online tečajevi","Programeri;Copywritter","Research;Intervjui s korisnicima;Analiza konkurencije;Wireframing;Izrada prototipa","Pomoću analitike;Radimo usability testove","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Istraživanje","B&Ž&Gray","Međunarodna i domaća postgnuća","Analitika/istraživanje/poznavanje tehnologija i procesa","AR;Conversational Interfaces"
"2018/06/30 1:52:56 PM GMT+2","2 - 3 godine","Marketing/Brand dizajner","Ženski","22-25","GRAD ZAGREB","GRAD ZAGREB","EFZG - ekonomski","Marketing/Brand dizajner","1","manje od 1 godine","Management (Head of Design, Chief Design Officier i sl. )","Sportska agencija","2-10","Nema","Samo ja","Nema design tima","50%","50%","0","0","4 - 8 sata / tjedno","4","5","5","5","5","5","4","4","4","4","5000kn - 6900kn","4","Najčešće u uredu i povremeno remotely","Networking događaji / meetups","Sales;Copywritter","Fokus grupe (grupni intervjui);Analiza konkurencije","Pomoću analitike","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Obavezno uključiti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","Ne mogu odgovoriti","Ne mogu odgovoriti","Obavezno uključiti","Ne mogu odgovoriti","","","","UI/UX dizajn, branding proizvoda i kompanije, grafički dizajn","VR;360 video"
